from,to,year,coal_value,from_name,from_lat,from_lon,to_name,to_lat,to_lon
CAN,ITA,1993,589.0,Canada,56.130366,-106.346771,Italy,41.87194,12.56738
USA,ITA,1994,6647.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,1994,2753.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,1994,2673.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
CAN,ITA,1994,1262.0,Canada,56.130366,-106.346771,Italy,41.87194,12.56738
RUS,ITA,1994,998.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
USA,ITA,1995,8549.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,1995,3487.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,1995,3122.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
CAN,ITA,1995,1200.0,Canada,56.130366,-106.346771,Italy,41.87194,12.56738
CHN,ITA,1995,965.0,China,35.86166,104.195397,Italy,41.87194,12.56738
USA,ITA,1996,7998.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,1996,3277.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,1996,2406.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
CAN,ITA,1996,1227.0,Canada,56.130366,-106.346771,Italy,41.87194,12.56738
COL,ITA,1996,617.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
USA,ITA,1997,6502.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,1997,2935.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,1997,2408.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
COL,ITA,1997,1209.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
CAN,ITA,1997,1124.0,Canada,56.130366,-106.346771,Italy,41.87194,12.56738
USA,ITA,1998,4825.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,1998,3946.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,1998,3093.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
COL,ITA,1998,2343.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
CHN,ITA,1998,962.0,China,35.86166,104.195397,Italy,41.87194,12.56738
ZAF,ITA,1999,3785.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
USA,ITA,1999,3653.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
AUS,ITA,1999,3299.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
IDN,ITA,1999,1374.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
COL,ITA,1999,1362.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
ZAF,ITA,2000,3722.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,2000,3604.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
USA,ITA,2000,3285.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
IDN,ITA,2000,1919.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
COL,ITA,2000,1759.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
USA,ITA,2001,5142.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,2001,4639.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,2001,2684.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
IDN,ITA,2001,2199.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
COL,ITA,2001,1451.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
ZAF,ITA,2002,3871.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
IDN,ITA,2002,3375.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
USA,ITA,2002,2934.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
AUS,ITA,2002,2416.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
COL,ITA,2002,1950.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
IDN,ITA,2003,5006.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2003,4765.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,2003,2960.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
VEN,ITA,2003,2939.0,Venezuela,6.42375,-66.58973,Italy,41.87194,12.56738
USA,ITA,2003,2530.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,2004,5902.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
IDN,ITA,2004,5867.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
AUS,ITA,2004,3119.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
COL,ITA,2004,2923.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
USA,ITA,2004,2478.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
IDN,ITA,2005,6800.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2005,4600.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
COL,ITA,2005,2997.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
AUS,ITA,2005,2820.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
USA,ITA,2005,2717.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
IDN,ITA,2006,8734.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2006,4779.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
AUS,ITA,2006,3097.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
USA,ITA,2006,2939.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
COL,ITA,2006,2034.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
IDN,ITA,2007,7885.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2007,5178.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
USA,ITA,2007,3092.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
AUS,ITA,2007,3086.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
COL,ITA,2007,2112.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
IDN,ITA,2008,7212.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2008,4596.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
USA,ITA,2008,3346.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
AUS,ITA,2008,2923.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
COL,ITA,2008,2429.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
IDN,ITA,2009,6555.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2009,4054.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
COL,ITA,2009,2305.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
USA,ITA,2009,2122.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
RUS,ITA,2009,1256.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
IDN,ITA,2010,7027.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2010,3919.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
USA,ITA,2010,2765.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
AUS,ITA,2010,2494.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
RUS,ITA,2010,2092.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
IDN,ITA,2011,6573.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
USA,ITA,2011,4859.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,2011,3917.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
RUS,ITA,2011,2763.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
AUS,ITA,2011,1732.0,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
USA,ITA,2012,8170.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
IDN,ITA,2012,3782.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
RUS,ITA,2012,3089.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
ZAF,ITA,2012,3035.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
COL,ITA,2012,2756.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
USA,ITA,2013,5716.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
RUS,ITA,2013,4410.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
IDN,ITA,2013,3440.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
ZAF,ITA,2013,2156.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
COL,ITA,2013,2133.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
USA,ITA,2014,5430.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
RUS,ITA,2014,4001.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
IDN,ITA,2014,3569.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
COL,ITA,2014,2358.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
ZAF,ITA,2014,1772.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
ZAF,ITA,2015,4144.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
RUS,ITA,2015,4064.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
IDN,ITA,2015,3387.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
USA,ITA,2015,2970.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
COL,ITA,2015,2930.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
COL,ITA,2016,4406.0,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
RUS,ITA,2016,4402.0,Russia,55.7558,37.6173,Italy,41.87194,12.56738
ZAF,ITA,2016,3196.0,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
USA,ITA,2016,1691.0,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
IDN,ITA,2016,1079.0,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
RUS,ITA,2017,5509.194,Russia,55.7558,37.6173,Italy,41.87194,12.56738
COL,ITA,2017,3335.963,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
USA,ITA,2017,2907.853,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
ZAF,ITA,2017,1123.455,South Africa,-30.559482,22.937506,Italy,41.87194,12.56738
IDN,ITA,2017,879.344,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
RUS,ITA,2018,5078.791,Russia,55.7558,37.6173,Italy,41.87194,12.56738
USA,ITA,2018,3521.376,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
COL,ITA,2018,2847.261,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
IDN,ITA,2018,858.696,Indonesia,-0.789275,113.921327,Italy,41.87194,12.56738
KAZ,ITA,2018,623.265,Kazakhstan,48.82552167,55.91012779,Italy,41.87194,12.56738
RUS,ITA,2019,4407.283,Russia,55.7558,37.6173,Italy,41.87194,12.56738
USA,ITA,2019,2402.534,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
COL,ITA,2019,1785.79,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
KAZ,ITA,2019,513.254,Kazakhstan,48.82552167,55.91012779,Italy,41.87194,12.56738
AUS,ITA,2019,498.333,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
RUS,ITA,2020,4007.35,Russia,55.7558,37.6173,Italy,41.87194,12.56738
USA,ITA,2020,1477.537,USA,48.80463093,-16.35109482,Italy,41.87194,12.56738
COL,ITA,2020,584.49,Colombia,4.570868,-74.297333,Italy,41.87194,12.56738
AUS,ITA,2020,414.487,Australia,22.01668395,30.63279925,Italy,41.87194,12.56738
KAZ,ITA,2020,304.277,Kazakhstan,48.82552167,55.91012779,Italy,41.87194,12.56738
CZE,SVK,2016,1529.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2016,976.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2016,784.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2016,316.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CAN,SVK,2016,289.0,Canada,56.130366,-106.346771,Slovakia,49.269026,19.699024
CZE,SVK,2007,2430.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2007,2046.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2007,870.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2007,306.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
CAN,SVK,2007,231.0,Canada,56.130366,-106.346771,Slovakia,49.269026,19.699024
CZE,SVK,2008,2620.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2008,1659.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2008,568.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2008,427.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
DEU,SVK,2008,76.0,Germany,48.91603664,10.16177296,Slovakia,49.269026,19.699024
CZE,SVK,2014,1386.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2014,951.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2014,769.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2014,537.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
UKR,SVK,2014,531.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2015,1345.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2015,1200.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2015,717.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2015,431.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
USA,SVK,2015,282.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
RUS,SVK,2017,1269.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
CZE,SVK,2017,1161.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,2017,1071.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2017,337.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
UKR,SVK,2017,292.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
RUS,SVK,2018,1620.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
CZE,SVK,2018,1126.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,2018,1040.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
MOZ,SVK,2018,393.0,Mozambique,-18.665695,35.529562,Slovakia,49.269026,19.699024
CAN,SVK,2018,364.0,Canada,56.130366,-106.346771,Slovakia,49.269026,19.699024
RUS,SVK,2019,1391.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
CZE,SVK,2019,790.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,2019,661.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2019,424.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
MOZ,SVK,2019,365.0,Mozambique,-18.665695,35.529562,Slovakia,49.269026,19.699024
RUS,SVK,2020,980.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
CZE,SVK,2020,624.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,2020,588.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2020,425.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
MOZ,SVK,2020,295.0,Mozambique,-18.665695,35.529562,Slovakia,49.269026,19.699024
CZE,SVK,1994,3011.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,1994,1152.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
RUS,SVK,1994,1008.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
CZE,SVK,1995,2230.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,1995,1413.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,1995,1289.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
CZE,SVK,1996,2128.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,1996,1559.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,1996,1193.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,1996,630.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,1997,2345.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,1997,1308.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
RUS,SVK,1997,930.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
UKR,SVK,1997,653.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,1998,1984.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,1998,1294.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,1998,653.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
RUS,SVK,1998,600.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
CZE,SVK,1999,1521.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,1999,1341.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,1999,1248.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,1999,378.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2000,1832.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2000,1605.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2000,955.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2000,459.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2001,2166.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2001,1664.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2001,991.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2001,323.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2002,2214.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2002,1630.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2002,647.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2002,308.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2003,3070.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2003,1777.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2003,809.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2003,404.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2004,2619.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2004,1517.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2004,1377.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2004,568.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
USA,SVK,2004,60.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
CZE,SVK,2005,2329.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2005,2192.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2005,970.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2005,290.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
UKR,SVK,2005,283.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2006,2750.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
POL,SVK,2006,1381.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
RUS,SVK,2006,1365.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
USA,SVK,2006,207.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
UKR,SVK,2006,85.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2009,2622.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2009,1600.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2009,696.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2009,370.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
UKR,SVK,2009,92.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2010,2396.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2010,1121.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2010,1018.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2010,309.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
UKR,SVK,2010,71.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2011,2144.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2011,1113.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2011,906.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
USA,SVK,2011,571.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
UKR,SVK,2011,238.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2012,1953.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2012,1218.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
USA,SVK,2012,830.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
POL,SVK,2012,603.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2012,294.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
CZE,SVK,2013,1533.0,Czechia,49.817492,15.472962,Slovakia,49.269026,19.699024
RUS,SVK,2013,1031.0,Russia,55.7558,37.6173,Slovakia,49.269026,19.699024
POL,SVK,2013,868.0,Poland,51.919438,19.145136,Slovakia,49.269026,19.699024
UKR,SVK,2013,648.0,Ukraine,48.379433,31.16558,Slovakia,49.269026,19.699024
USA,SVK,2013,303.0,USA,48.80463093,-16.35109482,Slovakia,49.269026,19.699024
RUS,GEO,2017,211.9,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
COL,GEO,2017,39.0,Colombia,4.570868,-74.297333,Georgia,42.315407,43.356892
UKR,GEO,2017,17.1,Ukraine,48.379433,31.16558,Georgia,42.315407,43.356892
ROU,GEO,2017,12.1,Romania,45.943161,24.96676,Georgia,42.315407,43.356892
SGP,GEO,2017,7.6,Singapore,1.352083,103.819836,Georgia,42.315407,43.356892
RUS,GEO,2019,366.68,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
ROU,GEO,2019,14.616,Romania,45.943161,24.96676,Georgia,42.315407,43.356892
KAZ,GEO,2019,11.188,Kazakhstan,48.82552167,55.91012779,Georgia,42.315407,43.356892
TUR,GEO,2019,2.941,Turkey,38.963745,35.243322,Georgia,42.315407,43.356892
IRN,GEO,2019,1.763,Iran,38.0792,46.2887,Georgia,42.315407,43.356892
RUS,GEO,2020,264.337,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
UKR,GEO,2020,4.929,Ukraine,48.379433,31.16558,Georgia,42.315407,43.356892
KAZ,GEO,2020,3.478,Kazakhstan,48.82552167,55.91012779,Georgia,42.315407,43.356892
TUR,GEO,2020,3.213,Turkey,38.963745,35.243322,Georgia,42.315407,43.356892
BGR,GEO,2020,2.786,Bulgaria,42.733883,25.48583,Georgia,42.315407,43.356892
RUS,GEO,2015,122.0,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
UKR,GEO,2015,55.0,Ukraine,48.379433,31.16558,Georgia,42.315407,43.356892
COL,GEO,2015,16.0,Colombia,4.570868,-74.297333,Georgia,42.315407,43.356892
BEL,GEO,2015,12.0,Belgium,50.503887,3.469936,Georgia,42.315407,43.356892
ROU,GEO,2015,11.0,Romania,45.943161,24.96676,Georgia,42.315407,43.356892
RUS,GEO,2016,148.0,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
UKR,GEO,2016,74.0,Ukraine,48.379433,31.16558,Georgia,42.315407,43.356892
ESP,GEO,2016,6.0,Spain,40.463667,-3.74922,Georgia,42.315407,43.356892
EST,GEO,2016,2.0,Estonia,58.595272,25.013607,Georgia,42.315407,43.356892
TUR,GEO,2016,1.0,Turkey,38.963745,35.243322,Georgia,42.315407,43.356892
RUS,GEO,2018,397.755,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
KAZ,GEO,2018,13.176,Kazakhstan,48.82552167,55.91012779,Georgia,42.315407,43.356892
TUR,GEO,2018,3.769,Turkey,38.963745,35.243322,Georgia,42.315407,43.356892
UKR,GEO,2014,172.0,Ukraine,48.379433,31.16558,Georgia,42.315407,43.356892
RUS,GEO,2014,64.0,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
ROU,GEO,2014,14.0,Romania,45.943161,24.96676,Georgia,42.315407,43.356892
TUR,GEO,2014,4.0,Turkey,38.963745,35.243322,Georgia,42.315407,43.356892
UKR,GEO,2013,205.0,Ukraine,48.379433,31.16558,Georgia,42.315407,43.356892
RUS,GEO,2013,20.0,Russia,55.7558,37.6173,Georgia,42.315407,43.356892
TUR,GEO,2013,5.0,Turkey,38.963745,35.243322,Georgia,42.315407,43.356892
USA,GEO,2013,1.0,USA,48.80463093,-16.35109482,Georgia,42.315407,43.356892
RUS,ALB,2018,73.677,Russia,55.7558,37.6173,Albania,41.153332,20.168331
COL,ALB,2018,34.564,Colombia,4.570868,-74.297333,Albania,41.153332,20.168331
BIH,ALB,2018,16.81,Bosnia and Herzegovina,43.915886,17.679076,Albania,41.153332,20.168331
GRC,ALB,2018,3.123,Greece,39.074208,21.824312,Albania,41.153332,20.168331
TUR,ALB,2018,2.652,Turkey,38.963745,35.243322,Albania,41.153332,20.168331
RUS,ALB,2020,87.341,Russia,55.7558,37.6173,Albania,41.153332,20.168331
COL,ALB,2020,7.465,Colombia,4.570868,-74.297333,Albania,41.153332,20.168331
RUS,ALB,2019,115.69,Russia,55.7558,37.6173,Albania,41.153332,20.168331
GRC,ALB,2019,5.32,Greece,39.074208,21.824312,Albania,41.153332,20.168331
DEU,ALB,2019,0.008,Germany,48.91603664,10.16177296,Albania,41.153332,20.168331
